Disease,Disease ID,Drug,Drug ID,Type,Mechanism of action,Action type,Activity,Target,Target ID,Target class
HUMAN PAPILLOMAVIRUS-RELATED SQUAMOUS CELL CARCINOMA,MONDO_0020657,PACLITAXEL,CHEMBL428647,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB3,ENSG00000258947,STRUCTURAL PROTEIN
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,CABAZITAXEL,CHEMBL1201748,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB,ENSG00000196230,STRUCTURAL PROTEIN
SEZARY,EFO_1000785,VORINOSTAT,CHEMBL98,SMALL MOLECULE,HISTONE DEACETYLASE 2 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC2,ENSG00000196591,HDAC CLASS I
CUTANEOUS MELANOMA,EFO_0000389,ACETAMINOPHEN,CHEMBL112,SMALL MOLECULE,ANANDAMIDE AMIDOHYDROLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FAAH,ENSG00000117480,HYDROLASE
MUCOSAL MELANOMA,MONDO_0000544,IMATINIB,CHEMBL941,SMALL MOLECULE,STEM CELL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,KIT,ENSG00000157404,TYROSINE PROTEIN KINASE PDGFR FAMILY
MELANOMA,EFO_0000756,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFA1,ENSG00000125356,OXIDOREDUCTASE
UVEAL MELANOMA,EFO_1000616,VINCRISTINE,CHEMBL90555,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB2B,ENSG00000137285,STRUCTURAL PROTEIN
SQUAMOUS CELL LUNG CARCINOMA,EFO_0000708,DASATINIB,CHEMBL1421,SMALL MOLECULE,PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PDGFRB,ENSG00000113721,TYROSINE PROTEIN KINASE PDGFR FAMILY
CUTANEOUS MELANOMA,EFO_0000389,ALVOCIDIB,CHEMBL428690,SMALL MOLECULE,CYCLIN-DEPENDENT KINASE 1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,CDK1,ENSG00000170312,CMGC PROTEIN KINASE CDC2 SUBFAMILY
ESOPHAGEAL SQUAMOUS CELL CARCINOMA,EFO_0005922,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFB10,ENSG00000140990,OXIDOREDUCTASE
CUTANEOUS MELANOMA,EFO_0000389,INDOMETHACIN,CHEMBL6,SMALL MOLECULE,CYCLOOXYGENASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PTGS2,ENSG00000073756,OXIDOREDUCTASE
MELANOMA,EFO_0000756,UCN-01,CHEMBL574737,SMALL MOLECULE,PROTEIN KINASE C (PKC) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PRKD1,ENSG00000184304,AGC PROTEIN KINASE PKC ALPHA SUBFAMILY
MYCOSIS FUNGOIDES,EFO_1001051,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLA1,ENSG00000101868,ENZYME
CUTANEOUS MELANOMA,EFO_0000389,REGORAFENIB,CHEMBL1946170,SMALL MOLECULE,DISCOIDIN DOMAIN-CONTAINING RECEPTOR 2 INHIBITOREXPERT,INHIBITOR,NEGATIVE MODULATOR,DDR2,ENSG00000162733,TYROSINE PROTEIN KINASE DDR FAMILY
SQUAMOUS CELL LUNG CARCINOMA,EFO_0000708,NINTEDANIB,CHEMBL502835,SMALL MOLECULE,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,KDR,ENSG00000128052,TYROSINE PROTEIN KINASE VEGFR FAMILY
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,IPILIMUMAB,CHEMBL1789844,ANTIBODY,CYTOTOXIC T-LYMPHOCYTE PROTEIN 4 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,CTLA4,ENSG00000163599,SURFACE ANTIGEN
UVEAL MELANOMA,EFO_1000616,SUNITINIB,CHEMBL535,SMALL MOLECULE,TYROSINE-PROTEIN KINASE RECEPTOR RET INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,RET,ENSG00000165731,TYROSINE PROTEIN KINASE RET FAMILY
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MT-ND1,ENSG00000198888,OXIDOREDUCTASE
METASTATIC MELANOMA,EFO_0002617,DOCETAXEL,CHEMBL92,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB8,ENSG00000261456,STRUCTURAL PROTEIN
EXTRANODAL NASAL NK/T CELL LYMPHOMA,MONDO_0019472,MYCOPHENOLATE MOFETIL,CHEMBL1456,SMALL MOLECULE,INOSINE-5'-MONOPHOSPHATE DEHYDROGENASE (IMPDH) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,IMPDH1,ENSG00000106348,OXIDOREDUCTASE
NASAL CAVITY AND PARANASAL SINUS SQUAMOUS CELL CARCINOMA,MONDO_0044787,IXABEPILONE,CHEMBL1201752,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB1,ENSG00000101162,STRUCTURAL PROTEIN
VERRUCOUS CARCINOMA,EFO_0007535,VANDETANIB,CHEMBL24828,SMALL MOLECULE,EPHRIN RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,EPHA10,ENSG00000183317,KINASE
SQUAMOUS CELL CARCINOMA,EFO_0000707,GEMCITABINE,CHEMBL888,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD1,ENSG00000062822,ENZYME
MELANOMA,EFO_0000756,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MT-ND4L,ENSG00000212907,OXIDOREDUCTASE
OCULAR MELANOMA,EFO_1000403,PACLITAXEL,CHEMBL428647,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB3,ENSG00000258947,STRUCTURAL PROTEIN
SQUAMOUS CELL CARCINOMA,EFO_0000707,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFB9,ENSG00000147684,OXIDOREDUCTASE
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFB1,ENSG00000183648,OXIDOREDUCTASE
METASTATIC MELANOMA,EFO_0002617,IMATINIB,CHEMBL941,SMALL MOLECULE,PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PDGFRB,ENSG00000113721,TYROSINE PROTEIN KINASE PDGFR FAMILY
METASTATIC MELANOMA,EFO_0002617,DASATINIB,CHEMBL1421,SMALL MOLECULE,PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PDGFRB,ENSG00000113721,TYROSINE PROTEIN KINASE PDGFR FAMILY
MUCOSAL MELANOMA,MONDO_0000544,AXITINIB,CHEMBL1289926,SMALL MOLECULE,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FLT1,ENSG00000102755,TYROSINE PROTEIN KINASE VEGFR FAMILY
UVEAL MELANOMA,EFO_1000616,ENTINOSTAT,CHEMBL27759,SMALL MOLECULE,HISTONE DEACETYLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC8,ENSG00000147099,HDAC CLASS I
OCULAR MELANOMA,EFO_1000403,CEDIRANIB,CHEMBL491473,SMALL MOLECULE,PLATELET-DERIVED GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PDGFRA,ENSG00000134853,TYROSINE PROTEIN KINASE PDGFR FAMILY
LARYNGEAL SQUAMOUS CELL CARCINOMA,EFO_0006352,CETUXIMAB,CHEMBL1201577,ANTIBODY,EPIDERMAL GROWTH FACTOR RECEPTOR ERBB1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,EGFR,ENSG00000146648,TYROSINE PROTEIN KINASE EGFR FAMILY
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,BUPARLISIB,CHEMBL2017974,SMALL MOLECULE,PI3-KINASE CLASS I INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PIK3R3,ENSG00000117461,ENZYME
ADENOSQUAMOUS LUNG CARCINOMA,EFO_0000233,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFB7,ENSG00000099795,OXIDOREDUCTASE
METASTATIC MELANOMA,EFO_0002617,VINORELBINE,CHEMBL553025,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB2B,ENSG00000137285,STRUCTURAL PROTEIN
ESOPHAGEAL SQUAMOUS CELL CARCINOMA,EFO_0005922,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFS8,ENSG00000110717,OXIDOREDUCTASE
SQUAMOUS CELL CARCINOMA,EFO_0000707,AFATINIB,CHEMBL1173655,SMALL MOLECULE,RECEPTOR PROTEIN-TYROSINE KINASE ERBB-4 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,ERBB4,ENSG00000178568,TYROSINE PROTEIN KINASE EGFR FAMILY
CUTANEOUS MELANOMA,EFO_0000389,PAZOPANIB,CHEMBL477772,SMALL MOLECULE,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FLT1,ENSG00000102755,TYROSINE PROTEIN KINASE VEGFR FAMILY
MELANOMA,EFO_0000756,TANESPIMYCIN,CHEMBL109480,SMALL MOLECULE,HEAT SHOCK PROTEIN HSP90 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HSP90AB1,ENSG00000096384,OTHER CYTOSOLIC PROTEIN
SQUAMOUS CELL CARCINOMA,EFO_0000707,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFB8,ENSG00000166136,OXIDOREDUCTASE
ADULT T-CELL LEUKEMIA/LYMPHOMA,MONDO_0019471,GEMCITABINE,CHEMBL888,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLE,ENSG00000177084,ENZYME
ENDOMETRIAL ADENOSQUAMOUS CARCINOMA,EFO_1001952,TEMSIROLIMUS,CHEMBL1201182,SMALL MOLECULE,FK506-BINDING PROTEIN 1A INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FKBP1A,ENSG00000088832,ISOMERASE
METASTATIC MELANOMA,EFO_0002617,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFB1,ENSG00000183648,OXIDOREDUCTASE
ORAL SQUAMOUS CELL CARCINOMA,EFO_0000199,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MT-ND1,ENSG00000198888,OXIDOREDUCTASE
DERMATOFIBROSARCOMA PROTUBERANS,ORPHANET_31112,IMATINIB,CHEMBL941,SMALL MOLECULE,TYROSINE-PROTEIN KINASE ABL INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,ABL1,ENSG00000097007,TYROSINE PROTEIN KINASE ABL FAMILY
ESOPHAGEAL SQUAMOUS CELL CARCINOMA,EFO_0005922,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFS3,ENSG00000213619,OXIDOREDUCTASE
MELANOMA,EFO_0000756,SAGOPILONE,CHEMBL2304041,SMALL MOLECULE,TUBULIN STABILISER,STABILISER,OTHER,TUBB6,ENSG00000176014,STRUCTURAL PROTEIN
ENDOMETRIAL ADENOSQUAMOUS CARCINOMA,EFO_1001952,IXABEPILONE,CHEMBL1201752,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB2A,ENSG00000137267,STRUCTURAL PROTEIN
METASTATIC MELANOMA,EFO_0002617,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFB6,ENSG00000165264,OXIDOREDUCTASE
ADENOSQUAMOUS LUNG CARCINOMA,EFO_0000233,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFB8,ENSG00000166136,OXIDOREDUCTASE
MUCOSAL MELANOMA,MONDO_0000544,TEMSIROLIMUS,CHEMBL1201182,SMALL MOLECULE,FK506-BINDING PROTEIN 1A INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FKBP1A,ENSG00000088832,ISOMERASE
ORAL SQUAMOUS CELL CARCINOMA,EFO_0000199,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFA4,ENSG00000189043,OXIDOREDUCTASE
MELANOMA,EFO_0000756,BUPARLISIB,CHEMBL2017974,SMALL MOLECULE,PI3-KINASE CLASS I INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PIK3R2,ENSG00000105647,ENZYME
MELANOMA,EFO_0000756,DASATINIB,CHEMBL1421,SMALL MOLECULE,SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,SRMS,ENSG00000125508,TYROSINE PROTEIN KINASE SRC FAMILY
ENDOMETRIAL ADENOSQUAMOUS CARCINOMA,EFO_1001952,GEMCITABINE,CHEMBL888,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD2,ENSG00000106628,ENZYME
MELANOMA,EFO_0000756,ACITRETIN,CHEMBL1131,SMALL MOLECULE,RETINOID RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,RARA,ENSG00000131759,NUCLEAR HORMONE RECEPTOR SUBFAMILY 1 GROUP B MEMBER 1
LARYNGEAL SQUAMOUS CELL CARCINOMA,EFO_0006352,SUNITINIB,CHEMBL535,SMALL MOLECULE,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FLT4,ENSG00000037280,TYROSINE PROTEIN KINASE VEGFR FAMILY
CUTANEOUS MELANOMA,EFO_0000389,RILUZOLE,CHEMBL744,SMALL MOLECULE,SODIUM CHANNEL ALPHA SUBUNIT BLOCKER,BLOCKER,NEGATIVE MODULATOR,SCN4A,ENSG00000007314,VOLTAGE-GATED SODIUM CHANNEL
CUTANEOUS MELANOMA,EFO_0000389,TRETINOIN,CHEMBL38,SMALL MOLECULE,RETINOIC ACID RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,RARG,ENSG00000172819,NUCLEAR HORMONE RECEPTOR SUBFAMILY 1 GROUP B MEMBER 1
SKIN SQUAMOUS CELL CARCINOMA,MONDO_0002529,PEMBROLIZUMAB,CHEMBL3137343,ANTIBODY,PROGRAMMED CELL DEATH PROTEIN 1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PDCD1,ENSG00000188389,SURFACE ANTIGEN
CUTANEOUS T-CELL LYMPHOMA,EFO_0002913,PANOBINOSTAT,CHEMBL483254,SMALL MOLECULE,HISTONE DEACETYLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC8,ENSG00000147099,HDAC CLASS I
METASTATIC MELANOMA,EFO_0002617,DOCETAXEL,CHEMBL92,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB2A,ENSG00000137267,STRUCTURAL PROTEIN
SQUAMOUS CELL CARCINOMA OF PENIS,MONDO_0018352,PAZOPANIB,CHEMBL477772,SMALL MOLECULE,TYROSINE-PROTEIN KINASE ITK/TSK INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,ITK,ENSG00000113263,TYROSINE PROTEIN KINASE TEC FAMILY
ADENOSQUAMOUS LUNG CARCINOMA,EFO_0000233,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFAF4,ENSG00000123545,OXIDOREDUCTASE
SQUAMOUS CELL LUNG CARCINOMA,EFO_0000708,NINTEDANIB,CHEMBL502835,SMALL MOLECULE,PLATELET-DERIVED GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PDGFRB,ENSG00000113721,TYROSINE PROTEIN KINASE PDGFR FAMILY
HUMAN PAPILLOMAVIRUS-RELATED SQUAMOUS CELL CARCINOMA,MONDO_0020657,PACLITAXEL,CHEMBL428647,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB1,ENSG00000101162,STRUCTURAL PROTEIN
ADENOSQUAMOUS LUNG CARCINOMA,EFO_0000233,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFA5,ENSG00000128609,OXIDOREDUCTASE
MELANOMA,EFO_0000756,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFA11,ENSG00000174886,OXIDOREDUCTASE
SQUAMOUS CELL CARCINOMA,EFO_0000707,GEMCITABINE,CHEMBL888,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PRIM1,ENSG00000198056,ENZYME
MUCOSAL MELANOMA,MONDO_0000544,LENVATINIB,CHEMBL1289601,SMALL MOLECULE,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FLT1,ENSG00000102755,TYROSINE PROTEIN KINASE VEGFR FAMILY
ADULT T-CELL LEUKEMIA/LYMPHOMA,MONDO_0019471,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLA1,ENSG00000101868,ENZYME
ADULT T-CELL LEUKEMIA/LYMPHOMA,MONDO_0019471,GEMCITABINE,CHEMBL888,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PRIM2,ENSG00000146143,ENZYME
LARYNGEAL SQUAMOUS CELL CARCINOMA,EFO_0006352,SUNITINIB,CHEMBL535,SMALL MOLECULE,PLATELET-DERIVED GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PDGFRA,ENSG00000134853,TYROSINE PROTEIN KINASE PDGFR FAMILY
SQUAMOUS CELL CARCINOMA,EFO_0000707,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFS5,ENSG00000168653,OXIDOREDUCTASE
MELANOMA,EFO_0000756,SAGOPILONE,CHEMBL2304041,SMALL MOLECULE,TUBULIN STABILISER,STABILISER,OTHER,TUBB2A,ENSG00000137267,STRUCTURAL PROTEIN
UVEAL MELANOMA,EFO_1000616,ENTINOSTAT,CHEMBL27759,SMALL MOLECULE,HISTONE DEACETYLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC4,ENSG00000068024,HDAC CLASS I
METASTATIC MELANOMA,EFO_0002617,AFLIBERCEPT,CHEMBL1742982,PROTEIN,VASCULAR ENDOTHELIAL GROWTH FACTOR A INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,VEGFA,ENSG00000112715,SECRETED PROTEIN
MELANOMA,EFO_0000756,ERLOTINIB,CHEMBL553,SMALL MOLECULE,EPIDERMAL GROWTH FACTOR RECEPTOR ERBB1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,EGFR,ENSG00000146648,TYROSINE PROTEIN KINASE EGFR FAMILY
CUTANEOUS SQUAMOUS CELL CARCINOMA,EFO_1001927,PACLITAXEL,CHEMBL428647,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB2A,ENSG00000137267,STRUCTURAL PROTEIN
MELANOMA,EFO_0000756,GANETESPIB,CHEMBL2103879,SMALL MOLECULE,HEAT SHOCK PROTEIN HSP90 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HSP90AB1,ENSG00000096384,OTHER CYTOSOLIC PROTEIN
ADENOSQUAMOUS LUNG CARCINOMA,EFO_0000233,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFAF3,ENSG00000178057,OXIDOREDUCTASE
MELANOMA,EFO_0000756,PAZOPANIB,CHEMBL477772,SMALL MOLECULE,FIBROBLAST GROWTH FACTOR RECEPTOR 1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FGFR1,ENSG00000077782,TYROSINE PROTEIN KINASE FGFR FAMILY
SEZARY,EFO_1000785,BRENTUXIMAB VEDOTIN,CHEMBL1742994,ANTIBODY,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB2A,ENSG00000137267,STRUCTURAL PROTEIN
NASAL CAVITY AND PARANASAL SINUS SQUAMOUS CELL CARCINOMA,MONDO_0044787,SORAFENIB,CHEMBL1336,SMALL MOLECULE,SERINE/THREONINE-PROTEIN KINASE RAF INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,RAF1,ENSG00000132155,TKL PROTEIN KINASE RAF FAMILY
METASTATIC MELANOMA,EFO_0002617,VINBLASTINE,CHEMBL159,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB3,ENSG00000258947,STRUCTURAL PROTEIN
SQUAMOUS CELL CARCINOMA,EFO_0000707,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFS4,ENSG00000164258,OXIDOREDUCTASE
SQUAMOUS CELL CARCINOMA,EFO_0000707,AZD-4547,CHEMBL3184679,SMALL MOLECULE,FIBROBLAST GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FGFR2,ENSG00000066468,TYROSINE PROTEIN KINASE FGFR FAMILY
MELANOMA,EFO_0000756,DASATINIB,CHEMBL1421,SMALL MOLECULE,SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FRK,ENSG00000111816,TYROSINE PROTEIN KINASE SRC FAMILY
METASTATIC MELANOMA,EFO_0002617,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFAF3,ENSG00000178057,OXIDOREDUCTASE
SALIVARY GLAND SQUAMOUS CELL CARCINOMA,EFO_1001967,SORAFENIB,CHEMBL1336,SMALL MOLECULE,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,KDR,ENSG00000128052,TYROSINE PROTEIN KINASE VEGFR FAMILY
MELANOMA,EFO_0000756,UCN-01,CHEMBL574737,SMALL MOLECULE,CYCLIN-DEPENDENT KINASE 6 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,CDK6,ENSG00000105810,CMGC PROTEIN KINASE GROUP
ADENOSQUAMOUS LUNG CARCINOMA,EFO_0000233,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFS7,ENSG00000115286,OXIDOREDUCTASE
MELANOMA,EFO_0000756,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFC2,ENSG00000151366,OXIDOREDUCTASE
ORAL SQUAMOUS CELL CARCINOMA,EFO_0000199,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFB7,ENSG00000099795,OXIDOREDUCTASE
LARYNGEAL SQUAMOUS CELL CARCINOMA,EFO_0006352,DOCETAXEL,CHEMBL92,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB4A,ENSG00000104833,STRUCTURAL PROTEIN
VERRUCOUS CARCINOMA,EFO_0007535,IXABEPILONE,CHEMBL1201752,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB6,ENSG00000176014,STRUCTURAL PROTEIN
SALIVARY GLAND SQUAMOUS CELL CARCINOMA,EFO_1001967,SORAFENIB,CHEMBL1336,SMALL MOLECULE,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FLT1,ENSG00000102755,TYROSINE PROTEIN KINASE VEGFR FAMILY
SEZARY,EFO_1000785,BRENTUXIMAB VEDOTIN,CHEMBL1742994,ANTIBODY,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB1,ENSG00000101162,STRUCTURAL PROTEIN
